State,District,Soil_Type,Season,Water_Availability,Previous_Crop,Land_Area_Acres,Temperature_C,Rainfall_mm,Recommended_Crop,Fertilizer_N,Fertilizer_P,Fertilizer_K
Maharashtra,Pune,Red,Rabi,High,Cotton,4,22.9,55,Onion,Medium,High,Medium
Tamil Nadu,Tiruchirappalli,Red,Rabi,Medium,Groundnut,1,22.3,335,Ragi,Low,Medium,Low
Maharashtra,Jalgaon,Red,Kharif,High,Chilli,2,26.6,732,Sugarcane,High,High,High
Telangana,Mulugu,Clay,Rabi,Medium,Soybean,4,27.8,36,Turmeric,High,High,Low
Maharashtra,Parbhani,Sandy,Kharif,Low,Rice,4,30.3,608,Cotton,Medium,Medium,High
Karnataka,Koppal,Loam,Summer,High,None,1,31.9,46,Banana,High,High,High
Karnataka,Chitradurga,Loam,Rabi,Medium,Groundnut,3,21.9,81,Wheat,Medium,Medium,Low
Maharashtra,Kolhapur,Sandy,Rabi,High,None,15,22.3,33,Onion,Medium,High,Medium
Tamil Nadu,Salem,Clay,Rabi,Low,None,1,19.8,227,Wheat,Medium,Low,Low
Andhra Pradesh,Visakhapatnam,Loam,Summer,High,Soybean,5,31.2,171,Banana,High,High,High
Odisha,Boudh,Sandy,Rabi,Low,Jowar,1,19.7,93,Sunflower,Low,Medium,Medium
Maharashtra,Nagpur,Loam,Kharif,High,Chilli,6,27.9,781,Banana,High,High,High
Karnataka,Udupi,Black,Kharif,High,Chilli,1,24.4,2200,Sugarcane,High,High,High
Maharashtra,Yavatmal,Black,Summer,Medium,Rice,3,33.1,36,Onion,High,High,Medium
Odisha,Puri,Loam,Kharif,High,Jowar,12,28.2,612,Rice,Low,High,Medium
Tamil Nadu,Chennai,Clay,Kharif,Low,None,3,30.1,395,Turmeric,High,High,Low
Andhra Pradesh,YSR Kadapa,Sandy,Summer,Low,Soybean,0,38.2,109,Onion,Medium,High,Medium
Telangana,Peddapalli,Black,Kharif,Low,Chilli,6,26.3,1131,Cotton,High,Medium,High
Tamil Nadu,Kanyakumari,Red,Kharif,Medium,Groundnut,0,29.1,406,Cotton,High,Medium,High
Maharashtra,Akola,Red,Kharif,High,Sugarcane,2,27.9,728,Sugarcane,High,High,High
Tamil Nadu,Coimbatore,Black,Summer,Low,None,2,28.9,79,Onion,Medium,High,Medium
Telangana,Khammam,Loam,Kharif,Low,Bajra,4,27.5,793,Cotton,High,Medium,High
Tamil Nadu,Namakkal,Sandy,Kharif,Low,Maize,2,25.1,442,Groundnut,Low,Medium,Medium
Maharashtra,Osmanabad,Black,Kharif,Low,Jowar,6,24.3,543,Cotton,High,Medium,High
Andhra Pradesh,Anakapalli,Black,Kharif,Medium,Jowar,1,26.5,562,Cotton,High,High,High
Telangana,Mulugu,Clay,Kharif,Low,Onion,3,25.6,923,Turmeric,High,High,Low
Telangana,Hyderabad,Sandy,Kharif,Low,Soybean,2,29.0,486,Cotton,High,Medium,High
Telangana,Nirmal,Red,Summer,High,Soybean,7,37.7,74,Rice,Low,High,Medium
Tamil Nadu,Madurai,Red,Rabi,Medium,Rice,3,28.3,250,Chilli,Medium,High,Low
Karnataka,Bidar,Sandy,Summer,Low,Bajra,2,36.9,74,Onion,Low,High,Medium
Odisha,Koraput,Black,Kharif,Medium,Cotton,1,24.7,1521,Cotton,High,Low,High
Odisha,Angul,Loam,Kharif,Low,Rice,1,31.8,1337,Rice,Low,High,Medium
Maharashtra,Nanded,Black,Kharif,High,Maize,8,27.5,915,Sugarcane,Medium,High,High
Maharashtra,Sangli,Red,Kharif,Medium,Jowar,1,23.0,660,Cotton,High,Medium,High
Telangana,Nirmal,Clay,Summer,Low,None,8,33.8,67,Maize,High,Medium,Medium
Maharashtra,Ahmednagar,Sandy,Rabi,High,Rice,7,22.6,18,Onion,Medium,High,Medium
Odisha,Keonjhar,Clay,Kharif,Medium,Groundnut,7,27.7,1124,Rice,Low,High,Medium
Tamil Nadu,Erode,Black,Kharif,Low,Chilli,1,23.0,387,Cotton,High,Medium,High
Telangana,Karimnagar,Clay,Kharif,Low,Cotton,3,29.2,654,Cotton,High,Medium,High
Maharashtra,Amravati,Sandy,Kharif,Medium,Bajra,2,22.8,379,Cotton,High,Medium,High
Telangana,Siddipet,Loam,Rabi,Low,Maize,1,23.3,56,Wheat,Medium,Medium,Low
Tamil Nadu,Karur,Sandy,Rabi,High,Onion,0,28.0,172,Sunflower,Medium,Low,Medium
Telangana,Warangal Rural,Black,Kharif,Medium,Maize,5,29.8,842,Cotton,High,Medium,High
Tamil Nadu,Tiruchirappalli,Black,Kharif,High,Cotton,1,25.2,416,Cotton,High,Medium,High
Karnataka,Mysore,Sandy,Kharif,Low,Rice,3,21.2,522,Groundnut,Medium,Medium,High
Karnataka,Bangalore Urban,Clay,Rabi,Medium,Sunflower,5,20.0,186,Wheat,Medium,Medium,Low
Tamil Nadu,Kanyakumari,Clay,Kharif,High,None,1,29.7,626,Banana,Medium,High,High
Andhra Pradesh,Krishna,Clay,Summer,Medium,Bajra,3,34.2,99,Banana,High,High,High
Karnataka,Gadag,Loam,Kharif,Low,Cotton,2,26.9,474,Cotton,High,Medium,High
Karnataka,Belgaum,Loam,Summer,Low,Cotton,3,31.1,66,Maize,High,Low,Medium
Maharashtra,Aurangabad,Black,Summer,Low,Rice,7,30.9,42,Onion,Medium,High,Low
Maharashtra,Sangli,Red,Kharif,Medium,Bajra,3,24.5,632,Cotton,High,Medium,High
Odisha,Bhadrak,Red,Kharif,High,Turmeric,1,24.9,1342,Rice,Low,High,Medium
Telangana,Nirmal,Clay,Kharif,Low,None,2,27.6,579,Cotton,High,High,Medium
Karnataka,Gadag,Sandy,Kharif,High,Maize,5,27.7,271,Sugarcane,High,High,High
Tamil Nadu,Madurai,Clay,Kharif,Medium,Maize,3,28.4,375,Turmeric,High,Medium,Low
Andhra Pradesh,Chittoor,Sandy,Rabi,Medium,None,8,21.5,212,Sunflower,Medium,Medium,Medium
Tamil Nadu,Virudhunagar,Red,Rabi,Medium,Jowar,1,24.9,220,Ragi,Low,Low,Low
Andhra Pradesh,YSR Kadapa,Red,Summer,Low,Maize,3,37.2,69,Onion,Low,High,Medium
Tamil Nadu,Virudhunagar,Red,Kharif,Low,Rice,4,26.8,250,Ragi,Low,Medium,Low
Andhra Pradesh,Visakhapatnam,Sandy,Kharif,Medium,Groundnut,4,28.0,321,Groundnut,Low,Medium,Medium
Andhra Pradesh,East Godavari,Clay,Kharif,Low,None,1,28.8,1199,Banana,High,High,High
Tamil Nadu,Namakkal,Black,Summer,High,None,4,29.9,162,Sugarcane,High,High,High
Karnataka,Haveri,Black,Rabi,Low,Sunflower,2,24.4,69,Jowar,Low,Medium,Low
Andhra Pradesh,Kurnool,Loam,Kharif,Low,Cotton,1,24.0,410,Cotton,High,Medium,High
Tamil Nadu,Coimbatore,Black,Kharif,High,Groundnut,2,25.6,295,Cotton,High,Medium,High
Maharashtra,Solapur,Black,Rabi,Low,Soybean,4,26.2,34,Jowar,Low,Medium,Low
Tamil Nadu,Dindigul,Sandy,Rabi,Low,Maize,1,24.2,314,Groundnut,Low,Medium,Medium
Telangana,Karimnagar,Sandy,Rabi,Low,None,3,20.6,74,Sunflower,Medium,Medium,Low
Karnataka,Haveri,Sandy,Rabi,Medium,Groundnut,5,21.4,111,Wheat,Low,Medium,Low
Karnataka,Chitradurga,Red,Kharif,Low,Cotton,1,24.9,566,Ragi,Low,Medium,Low
Karnataka,Gadag,Clay,Rabi,Medium,Maize,1,24.1,52,Wheat,Medium,Medium,Low
Odisha,Bargarh,Black,Kharif,Low,Maize,1,25.9,946,Maize,High,Medium,Low
Tamil Nadu,Theni,Loam,Kharif,Medium,Cotton,2,23.9,445,Rice,Medium,High,Medium
Telangana,Siddipet,Red,Kharif,Medium,Maize,5,25.2,1018,Maize,High,Medium,Medium
Odisha,Ganjam,Red,Rabi,High,None,3,22.8,86,Ragi,Low,Medium,Low
Telangana,Jagtial,Black,Kharif,High,Chilli,4,30.4,757,Cotton,High,Medium,High
Telangana,Jangaon,Sandy,Kharif,High,Onion,1,25.1,893,Rice,Low,High,Medium
Telangana,Nalgonda,Clay,Rabi,High,Chilli,1,26.0,41,Turmeric,High,High,Low
Telangana,Medchal Malkajgiri,Black,Kharif,High,Bajra,5,30.1,765,Cotton,High,Medium,Medium
Karnataka,Hassan,Black,Rabi,Medium,Rice,9,19.2,125,Wheat,Medium,Medium,Low
Odisha,Dhenkanal,Red,Kharif,Medium,Jowar,7,25.2,957,Maize,High,Medium,Medium
Karnataka,Mysore,Sandy,Summer,High,Chilli,0,29.3,135,Sugarcane,High,High,High
Tamil Nadu,Madurai,Red,Summer,Medium,Cotton,3,29.2,155,Onion,Medium,High,Low
Maharashtra,Satara,Clay,Rabi,High,Rice,6,19.1,38,Wheat,Medium,Medium,Low
Tamil Nadu,Tirunelveli,Clay,Rabi,High,Turmeric,1,23.0,273,Wheat,Medium,Medium,Low
Andhra Pradesh,West Godavari,Clay,Kharif,High,None,5,29.8,677,Banana,High,High,High
Andhra Pradesh,Eluru,Loam,Kharif,High,Rice,2,27.4,844,Rice,Low,High,Medium
Maharashtra,Nanded,Sandy,Kharif,Medium,Onion,3,26.2,676,Cotton,High,Medium,High
Maharashtra,Jalgaon,Loam,Kharif,Medium,Turmeric,1,28.9,699,Cotton,High,Medium,High
Telangana,Nizamabad,Red,Kharif,Low,Soybean,2,27.7,772,Cotton,High,Low,High
Andhra Pradesh,Eluru,Red,Summer,Low,Jowar,2,40.2,114,Onion,Medium,High,High
Andhra Pradesh,Guntur,Sandy,Kharif,Low,Jowar,4,30.6,413,Groundnut,Low,Medium,Low
Karnataka,Kolar,Black,Summer,Low,Turmeric,1,32.5,110,Onion,High,High,Medium
Tamil Nadu,Tirunelveli,Sandy,Rabi,Low,Chilli,3,25.6,200,Sunflower,Medium,Medium,Medium
Karnataka,Belgaum,Red,Rabi,Medium,Rice,1,20.9,85,Ragi,Low,Medium,Low
Telangana,Narayanpet,Loam,Rabi,Medium,None,4,26.6,40,Wheat,High,Medium,Low
Telangana,Peddapalli,Black,Kharif,Low,Bajra,2,24.6,913,Cotton,High,Medium,High
Odisha,Sonepur,Clay,Kharif,High,None,3,26.7,698,Rice,Low,High,Medium
Maharashtra,Ratnagiri,Red,Kharif,Low,Soybean,1,27.6,2200,Cotton,High,Medium,High
Maharashtra,Jalgaon,Red,Kharif,Medium,Bajra,3,25.5,403,Cotton,High,Medium,High
Andhra Pradesh,East Godavari,Red,Summer,High,Cotton,1,38.2,103,Rice,Low,High,Medium
Tamil Nadu,Ramanathapuram,Black,Kharif,Medium,Rice,1,27.9,309,Cotton,High,High,High
Odisha,Keonjhar,Black,Kharif,High,Ragi,2,25.3,1023,Rice,Low,High,Medium
Andhra Pradesh,Visakhapatnam,Clay,Rabi,Low,Rice,4,25.6,218,Sunflower,Medium,Medium,Medium
Tamil Nadu,Pudukkottai,Black,Kharif,High,Cotton,4,27.2,576,Cotton,High,Medium,High
Karnataka,Kolar,Sandy,Kharif,High,Sugarcane,10,25.5,425,Groundnut,Low,Low,Medium
Andhra Pradesh,Krishna,Sandy,Summer,Low,Ragi,4,33.4,103,Onion,Medium,High,Low
Telangana,Mahabubnagar,Black,Rabi,High,Chilli,2,22.7,33,Jowar,Low,Medium,Low
Odisha,Puri,Clay,Summer,Low,Bajra,2,32.0,58,Maize,High,Medium,Medium
Andhra Pradesh,Prakasam,Red,Kharif,Low,None,2,28.7,653,Cotton,High,Medium,High
Karnataka,Mysore,Clay,Kharif,Medium,Chilli,2,24.6,654,Cotton,High,Medium,High
Odisha,Ganjam,Black,Kharif,Low,Bajra,1,27.4,1236,Cotton,High,High,High
Telangana,Medchal Malkajgiri,Sandy,Summer,High,Groundnut,6,33.7,69,Rice,Low,High,Medium
Andhra Pradesh,Nellore,Red,Kharif,Medium,None,1,29.2,754,Cotton,High,Medium,High
Odisha,Keonjhar,Clay,Kharif,Low,Maize,1,27.4,1288,Rice,Low,High,Medium
Andhra Pradesh,YSR Kadapa,Sandy,Rabi,Medium,None,1,26.0,89,Sunflower,Medium,Medium,Medium
Tamil Nadu,Tiruchirappalli,Black,Rabi,Medium,Maize,2,24.8,330,Wheat,Medium,Medium,Low
Odisha,Rayagada,Red,Kharif,Medium,Ragi,3,23.6,997,Ragi,Low,Low,Low
Odisha,Bhadrak,Black,Kharif,High,Cotton,4,23.0,1254,Rice,Low,High,Medium
Tamil Nadu,Thanjavur,Red,Rabi,High,Rice,2,27.1,420,Groundnut,Low,Medium,Medium
Odisha,Malkangiri,Red,Kharif,Low,Sugarcane,3,26.6,1436,Ragi,Low,Medium,Low
Maharashtra,Sangli,Black,Rabi,Low,Cotton,1,20.0,57,Jowar,Low,Medium,Low
Andhra Pradesh,West Godavari,Clay,Rabi,Low,Cotton,3,22.1,101,Wheat,Medium,High,Low
Tamil Nadu,Vellore,Black,Kharif,High,Sunflower,3,23.1,476,Cotton,High,Medium,High
Telangana,Mulugu,Black,Kharif,Medium,Rice,5,27.7,824,Cotton,High,Medium,High
Andhra Pradesh,Visakhapatnam,Red,Summer,Medium,Ragi,9,33.7,179,Onion,Medium,High,High
Telangana,Khammam,Black,Rabi,High,Soybean,2,25.2,55,Jowar,Low,Medium,Low
Telangana,Rangareddy,Clay,Rabi,Low,Soybean,4,25.1,56,Jowar,Low,Low,Low
Telangana,Medchal Malkajgiri,Sandy,Kharif,Low,None,4,29.1,745,Cotton,High,Medium,Medium
Karnataka,Raichur,Red,Kharif,Low,None,2,28.9,283,Ragi,Low,Medium,Low
Andhra Pradesh,Tirupati,Clay,Kharif,Low,Groundnut,3,28.1,480,Cotton,Medium,Medium,High
Maharashtra,Sangli,Loam,Kharif,High,None,3,19.7,340,Rice,Low,High,Medium
Karnataka,Shimoga,Sandy,Rabi,Low,Soybean,2,19.9,70,Sunflower,Medium,Medium,Medium
Karnataka,Udupi,Sandy,Rabi,Low,Soybean,4,23.5,148,Sunflower,Medium,Medium,Medium
Andhra Pradesh,Kurnool,Red,Rabi,Medium,Sugarcane,3,19.6,46,Ragi,Low,Medium,Low
Tamil Nadu,Ramanathapuram,Black,Kharif,Low,Cotton,1,29.4,431,Cotton,High,Medium,High
Odisha,Balasore,Loam,Rabi,High,None,2,23.6,115,Wheat,Medium,Medium,Low
Tamil Nadu,Perambalur,Red,Kharif,Medium,Rice,2,31.2,391,Groundnut,Low,Medium,Medium
Odisha,Mayurbhanj,Clay,Kharif,High,None,5,26.7,891,Rice,Low,High,Medium
Odisha,Boudh,Clay,Kharif,Medium,Maize,3,25.6,845,Rice,Low,High,Medium
Tamil Nadu,Ramanathapuram,Loam,Rabi,Medium,Cotton,3,25.9,399,Wheat,Medium,High,Low
Andhra Pradesh,West Godavari,Red,Summer,High,Soybean,1,33.2,94,Rice,Low,High,Medium
Andhra Pradesh,Srikakulam,Clay,Kharif,Medium,Cotton,4,29.8,635,Rice,Low,High,Medium
Telangana,Kamareddy,Red,Kharif,Low,Groundnut,4,30.9,805,Cotton,High,Medium,Medium
Telangana,Mancherial,Clay,Kharif,Low,Sugarcane,2,28.4,902,Turmeric,High,High,Low
Telangana,Nalgonda,Black,Kharif,Medium,Jowar,6,28.4,703,Cotton,High,Medium,High
Telangana,Suryapet,Loam,Kharif,High,Soybean,1,30.2,852,Rice,Low,High,Medium
Odisha,Nayagarh,Sandy,Rabi,High,Groundnut,1,25.6,103,Sunflower,Medium,Medium,Medium
Telangana,Warangal Rural,Black,Kharif,High,Rice,1,30.4,1212,Cotton,High,Medium,High
Maharashtra,Nashik,Sandy,Kharif,High,Chilli,11,20.9,454,Cotton,High,Medium,High
Maharashtra,Ahmednagar,Black,Kharif,High,Bajra,4,29.0,447,Cotton,High,High,High
Karnataka,Dharwad,Sandy,Rabi,Medium,Groundnut,1,21.8,61,Sunflower,Medium,Medium,Medium
Maharashtra,Nanded,Loam,Kharif,Medium,Groundnut,3,27.4,702,Cotton,High,Medium,High
Andhra Pradesh,Guntur,Loam,Kharif,Low,Jowar,3,29.5,511,Cotton,High,Medium,High
Karnataka,Bangalore Urban,Loam,Rabi,High,Jowar,3,22.8,230,Wheat,Medium,Medium,Low
Telangana,Mancherial,Sandy,Rabi,Medium,Maize,0,22.7,65,Sunflower,Medium,High,Medium
Tamil Nadu,Tirunelveli,Clay,Kharif,High,Chilli,1,28.0,178,Banana,High,High,High
Tamil Nadu,Salem,Loam,Kharif,Low,Sugarcane,2,29.5,354,Groundnut,Low,Medium,Medium
Andhra Pradesh,Vizianagaram,Loam,Kharif,Low,Rice,3,29.5,601,Cotton,High,Medium,High
Andhra Pradesh,Krishna,Clay,Rabi,High,Soybean,3,26.7,143,Rice,Low,High,Medium
Odisha,Ganjam,Black,Kharif,High,None,4,26.4,959,Rice,Low,High,Medium
Tamil Nadu,Cuddalore,Clay,Rabi,High,Groundnut,0,25.3,240,Turmeric,High,High,Low
Telangana,Nizamabad,Loam,Kharif,High,Rice,2,25.8,711,Rice,Low,High,Medium
Maharashtra,Akola,Sandy,Summer,High,Groundnut,3,32.4,40,Onion,Medium,High,Medium
Tamil Nadu,Theni,Loam,Rabi,High,Rice,6,23.3,273,Wheat,Medium,Medium,Low
Maharashtra,Beed,Loam,Rabi,High,Rice,2,22.5,29,Wheat,Medium,Medium,Low
Odisha,Sambalpur,Clay,Rabi,Medium,Cotton,2,20.0,68,Wheat,Medium,Medium,Low
Tamil Nadu,Cuddalore,Clay,Rabi,Low,Cotton,1,23.5,433,Wheat,Low,Medium,Medium
Odisha,Koraput,Sandy,Kharif,Medium,Maize,2,27.2,1574,Rice,Low,High,Medium
Andhra Pradesh,Eluru,Black,Kharif,Medium,Groundnut,3,27.7,720,Cotton,Medium,Medium,High
Karnataka,Raichur,Red,Rabi,High,Maize,2,23.4,56,Ragi,Low,Medium,Low
Telangana,Narayanpet,Red,Kharif,Medium,None,1,25.4,465,Cotton,High,Medium,High
Andhra Pradesh,Anakapalli,Clay,Summer,Low,Rice,3,33.3,147,Banana,High,High,High
Karnataka,Belgaum,Sandy,Rabi,Medium,Jowar,1,25.6,59,Sunflower,Medium,Medium,Medium
Odisha,Gajapati,Black,Kharif,High,None,2,21.5,1081,Rice,Low,High,Medium
Karnataka,Chamarajanagar,Black,Rabi,Medium,Soybean,2,21.6,106,Wheat,Medium,Medium,Low
Odisha,Ganjam,Clay,Summer,Low,Chilli,1,31.0,77,Maize,High,Medium,Low
Karnataka,Chamarajanagar,Red,Summer,High,None,1,32.9,154,Sugarcane,High,High,High
Tamil Nadu,Theni,Sandy,Kharif,Medium,Sunflower,3,27.2,455,Groundnut,Low,High,Medium
Odisha,Sonepur,Red,Rabi,Medium,Rice,2,19.7,139,Ragi,Low,Medium,Low
Karnataka,Hassan,Black,Summer,High,Chilli,1,26.1,103,Sugarcane,High,High,High
Odisha,Mayurbhanj,Clay,Kharif,Low,Rice,2,24.0,1296,Rice,Low,High,Medium
Karnataka,Davangere,Loam,Kharif,High,Onion,7,26.3,559,Rice,Low,High,Medium
Odisha,Bhadrak,Loam,Kharif,High,Bajra,6,26.1,823,Rice,Low,High,Medium
Maharashtra,Parbhani,Clay,Kharif,High,Rice,4,25.6,676,Rice,Low,High,Medium
Karnataka,Chamarajanagar,Clay,Kharif,High,Onion,2,23.6,339,Rice,Low,High,Medium
Odisha,Boudh,Clay,Kharif,Low,Maize,10,29.7,1109,Rice,Low,High,High
Karnataka,Tumkur,Red,Summer,Low,Rice,1,28.7,81,Onion,Medium,High,Medium
Maharashtra,Amravati,Sandy,Kharif,High,Cotton,2,29.2,760,Sugarcane,High,High,High
Andhra Pradesh,Guntur,Loam,Kharif,Low,Sunflower,2,29.2,547,Cotton,High,Low,High
Andhra Pradesh,Anantapur,Loam,Summer,Medium,Groundnut,2,35.4,18,Maize,High,Medium,High
Andhra Pradesh,Srikakulam,Loam,Kharif,Low,None,1,26.7,718,Cotton,High,Medium,High
Maharashtra,Nashik,Sandy,Kharif,High,Rice,1,23.5,446,Sugarcane,High,High,High
Telangana,Kamareddy,Clay,Kharif,Low,Rice,1,27.7,1030,Turmeric,High,High,Low
Karnataka,Koppal,Red,Kharif,Medium,Jowar,2,30.3,364,Ragi,Low,Medium,Low
Karnataka,Koppal,Sandy,Kharif,Medium,Rice,2,30.3,396,Groundnut,Low,Medium,Medium
Telangana,Mahabubnagar,Clay,Kharif,Medium,Jowar,1,29.4,816,Cotton,Medium,Medium,High
Telangana,Bhadradri Kothagudem,Loam,Kharif,Low,Rice,6,32.5,936,Maize,High,High,Medium
Telangana,Narayanpet,Sandy,Kharif,Low,Rice,0,29.6,402,Cotton,High,Medium,High
Telangana,Warangal Urban,Red,Rabi,High,Cotton,6,25.1,50,Sunflower,Medium,Medium,Medium
Maharashtra,Solapur,Clay,Kharif,Low,Ragi,3,29.0,378,Cotton,High,Medium,High
Karnataka,Mysore,Loam,Kharif,Low,None,5,20.5,401,Cotton,High,Medium,High
Tamil Nadu,Namakkal,Clay,Kharif,Low,Soybean,6,26.8,324,Cotton,High,Low,High
Telangana,Rangareddy,Red,Rabi,Medium,Bajra,10,25.4,43,Ragi,Low,Medium,Low
Tamil Nadu,Thoothukudi,Black,Summer,High,Cotton,1,28.3,107,Sugarcane,High,High,High
Odisha,Jajpur,Loam,Rabi,Medium,None,2,26.4,187,Ragi,Low,Medium,Low
Odisha,Balasore,Clay,Summer,Medium,Chilli,10,32.4,99,Maize,High,Medium,Medium
Odisha,Ganjam,Black,Summer,Low,None,5,29.3,101,Maize,High,Medium,Medium
Tamil Nadu,Coimbatore,Red,Rabi,Medium,Rice,3,23.7,144,Ragi,Low,Medium,Low
Telangana,Warangal Rural,Red,Kharif,Medium,Jowar,3,28.1,1270,Cotton,High,High,High
Telangana,Jagtial,Loam,Summer,High,Rice,3,37.0,71,Rice,Low,High,Medium
Maharashtra,Buldhana,Red,Kharif,High,None,2,27.2,613,Cotton,High,Medium,High
Odisha,Angul,Black,Kharif,Medium,Rice,8,24.8,1130,Cotton,High,Medium,High
Karnataka,Shimoga,Loam,Rabi,Medium,Rice,1,21.7,114,Wheat,Medium,Medium,Low
Odisha,Sonepur,Loam,Kharif,Medium,Sunflower,4,28.2,1373,Rice,Low,High,Medium
Karnataka,Shimoga,Red,Rabi,Low,Cotton,1,19.5,113,Ragi,Low,Medium,Low
Tamil Nadu,Tirunelveli,Sandy,Rabi,High,Rice,2,26.3,436,Groundnut,Low,Medium,Medium
Andhra Pradesh,YSR Kadapa,Sandy,Kharif,Medium,Rice,2,26.8,507,Cotton,High,Medium,High
Maharashtra,Osmanabad,Black,Kharif,High,None,2,27.0,633,Cotton,High,Low,High
Tamil Nadu,Kanyakumari,Loam,Kharif,Low,None,3,27.5,509,Cotton,High,Medium,High
Telangana,Mulugu,Black,Kharif,High,Maize,3,27.0,781,Cotton,High,Medium,High
Odisha,Koraput,Clay,Summer,Medium,Rice,3,26.5,34,Onion,Medium,High,Medium
Tamil Nadu,Tiruchirappalli,Sandy,Kharif,High,Maize,2,28.5,575,Rice,Low,High,High
Odisha,Kendrapara,Loam,Kharif,High,None,2,25.0,1202,Rice,Low,High,Medium
Karnataka,Chamarajanagar,Loam,Rabi,Medium,Chilli,3,19.1,105,Wheat,Medium,Low,Medium
Karnataka,Bidar,Sandy,Summer,Low,None,0,35.5,100,Maize,High,Medium,Medium
Telangana,Mulugu,Black,Rabi,Low,Chilli,2,25.2,47,Jowar,Low,High,Low
Karnataka,Mandya,Clay,Kharif,High,Maize,2,22.1,504,Rice,Low,High,Medium
Telangana,Warangal Rural,Red,Rabi,Low,Soybean,4,25.8,67,Ragi,Low,Medium,Low
Odisha,Mayurbhanj,Black,Rabi,Low,Soybean,5,22.1,115,Jowar,Low,Medium,Low
Karnataka,Chikkamagaluru,Black,Kharif,Medium,Sugarcane,1,18.2,1674,Soybean,Low,Medium,Medium
Andhra Pradesh,Eluru,Black,Kharif,High,Rice,2,31.7,758,Cotton,High,Medium,High
Tamil Nadu,Tiruvarur,Sandy,Rabi,Low,Maize,3,25.2,414,Groundnut,Low,High,Medium
Tamil Nadu,Tirunelveli,Red,Kharif,Low,Cotton,0,25.9,209,Ragi,Low,Medium,Low
Karnataka,Chikkamagaluru,Red,Kharif,High,None,1,22.5,983,Sugarcane,High,High,High
Karnataka,Belgaum,Loam,Rabi,Low,None,3,21.0,89,Ragi,Low,Medium,Low
Tamil Nadu,Kanyakumari,Sandy,Kharif,Low,Groundnut,3,25.2,562,Groundnut,Medium,Medium,Medium
Odisha,Dhenkanal,Clay,Summer,Low,Soybean,4,31.6,106,Maize,High,Medium,Medium
Telangana,Vikarabad,Clay,Rabi,Low,Sugarcane,9,24.1,50,Wheat,Medium,Medium,Low
Maharashtra,Kolhapur,Red,Kharif,Medium,Rice,3,22.1,755,Cotton,High,Low,High
Andhra Pradesh,Anakapalli,Clay,Kharif,Low,Chilli,2,28.2,817,Cotton,High,High,High
Tamil Nadu,Vellore,Loam,Summer,Low,None,1,33.6,173,Banana,High,High,High
Tamil Nadu,Tiruchirappalli,Loam,Kharif,Low,Sugarcane,1,30.4,440,Cotton,High,Medium,High
Andhra Pradesh,Eluru,Sandy,Rabi,Medium,Soybean,2,27.2,195,Sunflower,Medium,Medium,Medium
Odisha,Sambalpur,Black,Kharif,Low,Maize,5,28.3,626,Cotton,High,Medium,High
Andhra Pradesh,West Godavari,Sandy,Rabi,High,Ragi,3,26.7,215,Sunflower,Medium,Medium,Medium
Maharashtra,Kolhapur,Red,Rabi,Medium,Rice,6,21.3,43,Onion,Medium,High,Medium
Telangana,Rangareddy,Clay,Kharif,Medium,Soybean,3,30.5,811,Turmeric,High,High,Low
Tamil Nadu,Coimbatore,Loam,Kharif,Medium,Maize,8,24.9,335,Rice,Low,High,Medium
Tamil Nadu,Salem,Black,Kharif,High,Bajra,5,22.8,447,Cotton,High,High,High
Maharashtra,Nashik,Loam,Kharif,High,Bajra,5,20.8,555,Rice,Low,High,Medium
Karnataka,Haveri,Loam,Kharif,High,Turmeric,3,26.7,646,Rice,Low,High,Medium
Andhra Pradesh,Anantapur,Black,Kharif,Medium,Cotton,2,26.6,405,Cotton,High,Medium,High
Telangana,Peddapalli,Black,Kharif,Low,None,2,27.8,617,Cotton,High,Medium,High
Karnataka,Haveri,Sandy,Kharif,High,Rice,6,23.9,477,Groundnut,Low,Medium,High
Telangana,Adilabad,Red,Kharif,Low,Cotton,2,27.9,515,Cotton,High,Medium,High
Maharashtra,Dhule,Loam,Kharif,Medium,None,4,30.1,514,Cotton,High,Medium,High
Tamil Nadu,Pudukkottai,Red,Summer,High,Jowar,0,30.5,205,Sugarcane,Medium,High,High
Karnataka,Bidar,Loam,Kharif,High,Rice,4,26.0,370,Rice,Medium,High,High
Tamil Nadu,Theni,Sandy,Summer,Medium,Soybean,1,27.6,134,Onion,Low,High,Medium
Odisha,Keonjhar,Loam,Kharif,High,Jowar,10,27.7,1265,Rice,Low,High,Medium
Maharashtra,Aurangabad,Clay,Kharif,Medium,Maize,3,28.3,460,Cotton,High,Medium,High
Telangana,Nirmal,Red,Rabi,Low,Rice,2,23.6,58,Sunflower,Medium,Medium,Medium
Maharashtra,Nanded,Loam,Kharif,Low,Maize,3,28.6,671,Cotton,High,Medium,High
Telangana,Medak,Loam,Kharif,Low,Cotton,0,26.5,470,Cotton,High,Medium,High
Maharashtra,Nashik,Clay,Rabi,Medium,Rice,4,18.9,56,Wheat,Medium,Medium,Medium
Telangana,Warangal Urban,Clay,Kharif,Medium,Jowar,2,27.6,878,Turmeric,High,High,Low
Odisha,Malkangiri,Red,Rabi,High,None,2,23.2,57,Ragi,Low,Medium,Low
Maharashtra,Satara,Sandy,Kharif,Low,Ragi,1,27.5,516,Cotton,High,Medium,High
